,listing_id,date,available,price
762850,2547129,2017-09-05,f,
762851,2547129,2017-09-04,f,
762852,2547129,2017-09-03,f,
762853,2547129,2017-09-02,f,
762854,2547129,2017-09-01,f,
763215,4190704,2017-09-05,t,$220.00
763216,4190704,2017-09-04,t,$220.00
763217,4190704,2017-09-03,t,$220.00
763218,4190704,2017-09-02,t,$220.00
763219,4190704,2017-09-01,t,$220.00
763580,7728499,2017-09-05,t,$160.00
763581,7728499,2017-09-04,t,$160.00
763582,7728499,2017-09-03,t,$160.00
763583,7728499,2017-09-02,t,$160.00
763584,7728499,2017-09-01,t,$160.00
763945,12541136,2017-09-05,f,
763946,12541136,2017-09-04,f,
763947,12541136,2017-09-03,f,
763948,12541136,2017-09-02,f,
763949,12541136,2017-09-01,f,
764310,13652746,2017-09-05,f,
764311,13652746,2017-09-04,f,
764312,13652746,2017-09-03,f,
764313,13652746,2017-09-02,f,
764314,13652746,2017-09-01,f,
764940,8563141,2017-09-05,f,
764941,8563141,2017-09-04,f,
764942,8563141,2017-09-03,f,
764943,8563141,2017-09-02,f,
764944,8563141,2017-09-01,f,
765285,6924700,2017-09-05,t,$410.00
765286,6924700,2017-09-04,t,$410.00
765287,6924700,2017-09-03,t,$410.00
765288,6924700,2017-09-02,t,$636.00
765289,6924700,2017-09-01,t,$854.00
765405,6596242,2017-09-05,f,
765406,6596242,2017-09-04,f,
765407,6596242,2017-09-03,f,
765408,6596242,2017-09-02,f,
765409,6596242,2017-09-01,f,
765770,7054912,2017-09-05,f,
765771,7054912,2017-09-04,f,
765772,7054912,2017-09-03,f,
765773,7054912,2017-09-02,f,
765774,7054912,2017-09-01,f,
766135,665035,2017-09-05,t,$249.00
766136,665035,2017-09-04,t,$249.00
766137,665035,2017-09-03,t,$249.00
766138,665035,2017-09-02,t,$249.00
766139,665035,2017-09-01,t,$249.00
766500,10116914,2017-09-05,f,
766501,10116914,2017-09-04,f,
766502,10116914,2017-09-03,f,
766699,10116914,2017-09-02,f,
766700,10116914,2017-09-01,f,
767106,9218288,2017-09-05,f,
767107,9218288,2017-09-04,f,
767108,9218288,2017-09-03,f,
767109,9218288,2017-09-02,f,
767110,9218288,2017-09-01,f,
767455,12232615,2017-09-05,f,
767456,12232615,2017-09-04,f,
767457,12232615,2017-09-03,f,
767458,12232615,2017-09-02,f,
767459,12232615,2017-09-01,f,
767595,12363660,2017-09-05,t,$206.00
767596,12363660,2017-09-04,t,$206.00
767597,12363660,2017-09-03,t,$206.00
767598,12363660,2017-09-02,t,$221.00
767599,12363660,2017-09-01,t,$221.00
768232,13723404,2017-09-05,f,
768233,13723404,2017-09-04,f,
768234,13723404,2017-09-03,f,
768235,13723404,2017-09-02,f,
768236,13723404,2017-09-01,f,
768325,11069156,2017-09-05,f,
768326,11069156,2017-09-04,f,
768327,11069156,2017-09-03,f,
768328,11069156,2017-09-02,f,
768329,11069156,2017-09-01,f,
768690,9707238,2017-09-05,f,
768691,9707238,2017-09-04,f,
768692,9707238,2017-09-03,f,
768693,9707238,2017-09-02,f,
768694,9707238,2017-09-01,f,
769055,14574734,2017-09-05,f,
769056,14574734,2017-09-04,f,
769057,14574734,2017-09-03,f,
769058,14574734,2017-09-02,f,
769059,14574734,2017-09-01,f,
769420,14754902,2017-09-05,f,
769421,14754902,2017-09-04,f,
769422,14754902,2017-09-03,f,
769423,14754902,2017-09-02,f,
769424,14754902,2017-09-01,f,
769785,10117803,2017-09-05,f,
769786,10117803,2017-09-04,f,
769787,10117803,2017-09-03,f,
769788,10117803,2017-09-02,f,
769789,10117803,2017-09-01,f,
770150,8792,2017-09-05,t,$154.00
770151,8792,2017-09-04,t,$154.00
770311,8792,2017-09-03,t,$154.00
770312,8792,2017-09-02,t,$154.00
770313,8792,2017-09-01,t,$154.00
770515,10295349,2017-09-05,t,$70.00
770516,10295349,2017-09-04,t,$70.00
770517,10295349,2017-09-03,t,$70.00
770518,10295349,2017-09-02,t,$80.00
770519,10295349,2017-09-01,t,$80.00
771042,13836832,2017-09-05,f,
771043,13836832,2017-09-04,f,
771044,13836832,2017-09-03,f,
771045,13836832,2017-09-02,f,
771046,13836832,2017-09-01,f,
771245,14897219,2017-09-05,t,$425.00
771246,14897219,2017-09-04,t,$425.00
771247,14897219,2017-09-03,t,$425.00
771248,14897219,2017-09-02,t,$425.00
771249,14897219,2017-09-01,t,$425.00
771610,14760973,2017-09-05,t,$70.00
771611,14760973,2017-09-04,t,$70.00
771612,14760973,2017-09-03,t,$70.00
771613,14760973,2017-09-02,t,$70.00
771614,14760973,2017-09-01,t,$70.00
772230,9922595,2017-09-05,f,
772231,9922595,2017-09-04,f,
772232,9922595,2017-09-03,f,
772233,9922595,2017-09-02,f,
772234,9922595,2017-09-01,f,
772340,14870557,2017-09-05,f,
772341,14870557,2017-09-04,f,
772342,14870557,2017-09-03,f,
772343,14870557,2017-09-02,f,
772344,14870557,2017-09-01,f,
772705,12902509,2017-09-05,f,
772706,12902509,2017-09-04,f,
772707,12902509,2017-09-03,f,
772708,12902509,2017-09-02,f,
772709,12902509,2017-09-01,f,
773070,11983535,2017-09-05,f,
773071,11983535,2017-09-04,f,
773072,11983535,2017-09-03,f,
773073,11983535,2017-09-02,f,
773074,11983535,2017-09-01,f,
773435,10117122,2017-09-05,f,
773436,10117122,2017-09-04,f,
773437,10117122,2017-09-03,f,
773438,10117122,2017-09-02,f,
773439,10117122,2017-09-01,f,
774009,14760739,2017-09-05,t,$80.00
774010,14760739,2017-09-04,t,$80.00
774011,14760739,2017-09-03,t,$80.00
774012,14760739,2017-09-02,t,$80.00
774013,14760739,2017-09-01,t,$80.00
774165,2547075,2017-09-01,t,$180.00
774443,2547075,2017-09-05,t,$150.00
774444,2547075,2017-09-04,t,$150.00
774445,2547075,2017-09-03,t,$150.00
774446,2547075,2017-09-02,t,$180.00
774530,2776391,2017-09-05,t,$235.00
774531,2776391,2017-09-04,t,$235.00
774532,2776391,2017-09-03,t,$235.00
774533,2776391,2017-09-02,t,$235.00
774534,2776391,2017-09-01,t,$235.00
774895,891953,2017-09-05,f,
775184,891953,2017-09-04,f,
775185,891953,2017-09-03,f,
775186,891953,2017-09-02,f,
775187,891953,2017-09-01,f,
775456,3414993,2017-09-05,f,
775457,3414993,2017-09-04,f,
775458,3414993,2017-09-03,f,
775459,3414993,2017-09-02,f,
775460,3414993,2017-09-01,f,
775625,973695,2017-09-05,t,$250.00
775626,973695,2017-09-04,t,$250.00
775627,973695,2017-09-03,t,$250.00
775628,973695,2017-09-02,t,$300.00
775629,973695,2017-09-01,t,$300.00
776203,2481019,2017-09-05,t,$229.00
776204,2481019,2017-09-04,t,$229.00
776205,2481019,2017-09-03,t,$229.00
776206,2481019,2017-09-02,t,$229.00
776207,2481019,2017-09-01,t,$229.00
776558,8837755,2017-09-05,f,
776559,8837755,2017-09-04,f,
776560,8837755,2017-09-03,f,
776561,8837755,2017-09-02,f,
776562,8837755,2017-09-01,f,
776720,6134867,2017-09-05,f,
776721,6134867,2017-09-04,f,
776722,6134867,2017-09-03,f,
776723,6134867,2017-09-02,f,
776724,6134867,2017-09-01,f,
777085,11885653,2017-09-05,f,
777086,11885653,2017-09-04,f,
777087,11885653,2017-09-03,f,
777088,11885653,2017-09-02,f,
777335,11885653,2017-09-01,f,
777735,10705351,2017-09-05,f,
777736,10705351,2017-09-04,f,
777737,10705351,2017-09-03,f,
777738,10705351,2017-09-02,f,
777739,10705351,2017-09-01,f,
778044,6936712,2017-09-05,t,$175.00
778045,6936712,2017-09-04,t,$175.00
778046,6936712,2017-09-03,t,$175.00
778047,6936712,2017-09-02,t,$175.00
778048,6936712,2017-09-01,t,$175.00
778180,13113748,2017-09-05,f,
778181,13113748,2017-09-04,f,
778182,13113748,2017-09-03,f,
778183,13113748,2017-09-02,f,
778184,13113748,2017-09-01,f,
778795,14653823,2017-09-05,t,$160.00
778796,14653823,2017-09-04,t,$160.00
778797,14653823,2017-09-03,t,$160.00
778798,14653823,2017-09-02,t,$160.00
778799,14653823,2017-09-01,t,$160.00
779101,1873046,2017-09-05,t,$140.00
779102,1873046,2017-09-04,t,$146.00
779103,1873046,2017-09-03,t,$140.00
779104,1873046,2017-09-02,t,$138.00
779105,1873046,2017-09-01,t,$139.00
779553,12752020,2017-09-05,t,$230.00
779554,12752020,2017-09-04,t,$230.00
779555,12752020,2017-09-03,t,$230.00
779556,12752020,2017-09-02,t,$230.00
779557,12752020,2017-09-01,t,$230.00
779640,218259,2017-09-05,t,$269.00
779641,218259,2017-09-04,t,$269.00
779642,218259,2017-09-03,t,$269.00
779643,218259,2017-09-02,t,$269.00
779644,218259,2017-09-01,t,$269.00
780005,5953696,2017-09-05,f,
780006,5953696,2017-09-04,f,
780007,5953696,2017-09-03,f,
780008,5953696,2017-09-02,f,
780009,5953696,2017-09-01,f,
780593,6181758,2017-09-05,t,$539.00
780594,6181758,2017-09-04,t,$699.00
780595,6181758,2017-09-03,t,$764.00
780596,6181758,2017-09-02,t,$854.00
780597,6181758,2017-09-01,t,"$1,137.00"
780735,5215982,2017-09-05,t,$285.00
780736,5215982,2017-09-04,t,$285.00
780737,5215982,2017-09-03,t,$285.00
780738,5215982,2017-09-02,t,$285.00
780739,5215982,2017-09-01,t,$285.00
781359,38579,2017-09-05,t,$299.00
781360,38579,2017-09-04,t,$299.00
781361,38579,2017-09-03,t,$299.00
781362,38579,2017-09-02,t,$299.00
781363,38579,2017-09-01,t,$299.00
781465,4118162,2017-09-05,f,
781466,4118162,2017-09-04,f,
781467,4118162,2017-09-03,f,
781468,4118162,2017-09-02,f,
781469,4118162,2017-09-01,f,
781830,6887053,2017-09-05,t,$190.00
781831,6887053,2017-09-04,t,$190.00
781832,6887053,2017-09-03,t,$190.00
781833,6887053,2017-09-02,t,$190.00
781834,6887053,2017-09-01,t,$190.00
782397,4303606,2017-09-05,t,$189.00
782398,4303606,2017-09-04,t,$189.00
782399,4303606,2017-09-03,t,$189.00
782400,4303606,2017-09-02,t,$189.00
782401,4303606,2017-09-01,t,$189.00
782784,9770560,2017-09-05,f,
782785,9770560,2017-09-04,f,
782786,9770560,2017-09-03,f,
782787,9770560,2017-09-02,f,
782788,9770560,2017-09-01,f,
782925,13669224,2017-09-05,f,
782926,13669224,2017-09-04,f,
782927,13669224,2017-09-03,f,
782928,13669224,2017-09-02,f,
782929,13669224,2017-09-01,f,
783459,70481,2017-09-05,t,$175.00
783460,70481,2017-09-04,t,$175.00
783461,70481,2017-09-03,t,$175.00
783462,70481,2017-09-02,t,$175.00
783463,70481,2017-09-01,t,$175.00
783655,14897997,2017-09-05,f,
783656,14897997,2017-09-04,f,
783657,14897997,2017-09-03,f,
783658,14897997,2017-09-02,f,
783659,14897997,2017-09-01,f,
784020,4510513,2017-09-05,f,
784021,4510513,2017-09-04,f,
784022,4510513,2017-09-03,f,
784023,4510513,2017-09-02,f,
784024,4510513,2017-09-01,f,
784657,8327907,2017-09-05,t,$425.00
784658,8327907,2017-09-04,t,$425.00
784659,8327907,2017-09-03,t,$425.00
784660,8327907,2017-09-02,t,$425.00
784661,8327907,2017-09-01,t,$425.00
785007,11440702,2017-09-05,f,
785008,11440702,2017-09-04,f,
785009,11440702,2017-09-03,f,
785010,11440702,2017-09-02,f,
785011,11440702,2017-09-01,f,
785115,11866651,2017-09-05,f,
785116,11866651,2017-09-04,f,
785117,11866651,2017-09-03,f,
785118,11866651,2017-09-02,f,
785119,11866651,2017-09-01,f,
785480,14110129,2017-09-05,t,$299.00
785481,14110129,2017-09-04,t,$299.00
785482,14110129,2017-09-03,t,$299.00
785483,14110129,2017-09-02,t,$299.00
785484,14110129,2017-09-01,t,$299.00
785845,13980127,2017-09-05,f,
785846,13980127,2017-09-04,f,
785847,13980127,2017-09-03,f,
785848,13980127,2017-09-02,f,
785849,13980127,2017-09-01,f,
786210,6181230,2017-09-05,t,$249.00
786211,6181230,2017-09-04,t,$249.00
786212,6181230,2017-09-03,t,$249.00
786213,6181230,2017-09-02,t,$249.00
786214,6181230,2017-09-01,t,$249.00
786575,1596470,2017-09-05,t,$375.00
786576,1596470,2017-09-04,t,$375.00
786577,1596470,2017-09-03,t,$375.00
786578,1596470,2017-09-02,t,$375.00
786579,1596470,2017-09-01,t,$375.00
786940,8097903,2017-09-05,t,$329.00
786941,8097903,2017-09-04,t,$329.00
786942,8097903,2017-09-03,t,$329.00
786943,8097903,2017-09-02,t,$329.00
786944,8097903,2017-09-01,t,$329.00
787305,14421841,2017-09-05,t,$119.00
787306,14421841,2017-09-04,t,$119.00
787307,14421841,2017-09-03,t,$119.00
787308,14421841,2017-09-02,t,$119.00
787309,14421841,2017-09-01,t,$119.00
787670,4574921,2017-09-05,t,$300.00
787671,4574921,2017-09-04,t,$300.00
787672,4574921,2017-09-03,t,$300.00
787673,4574921,2017-09-02,t,$300.00
787674,4574921,2017-09-01,t,$300.00
788311,14421692,2017-09-05,t,$119.00
788312,14421692,2017-09-04,t,$119.00
788313,14421692,2017-09-03,t,$119.00
788314,14421692,2017-09-02,t,$119.00
788315,14421692,2017-09-01,t,$119.00
788568,13078148,2017-09-05,f,
788569,13078148,2017-09-04,f,
788570,13078148,2017-09-03,f,
788571,13078148,2017-09-02,f,
788572,13078148,2017-09-01,f,
788968,1248870,2017-09-05,t,$219.00
788969,1248870,2017-09-04,t,$219.00
788970,1248870,2017-09-03,t,$219.00
788971,1248870,2017-09-02,t,$219.00
788972,1248870,2017-09-01,t,$219.00
789130,9425087,2017-09-04,f,
789131,9425087,2017-09-03,f,
789132,9425087,2017-09-02,f,
789133,9425087,2017-09-01,f,
789370,9425087,2017-09-05,f,
789725,13275308,2017-09-05,t,$676.00
789726,13275308,2017-09-04,t,$874.00
789727,13275308,2017-09-03,t,$957.00
789728,13275308,2017-09-02,t,"$1,069.00"
789729,13275308,2017-09-01,t,"$1,423.00"
789860,13225005,2017-09-05,t,$178.00
789861,13225005,2017-09-04,t,$178.00
789862,13225005,2017-09-03,t,$178.00
789863,13225005,2017-09-02,t,$178.00
789864,13225005,2017-09-01,t,$178.00
790225,2821921,2017-09-05,t,$329.00
790226,2821921,2017-09-04,t,$329.00
790227,2821921,2017-09-03,t,$329.00
790228,2821921,2017-09-02,t,$329.00
790229,2821921,2017-09-01,t,$329.00
790590,14421403,2017-09-05,t,$119.00
790591,14421403,2017-09-04,t,$119.00
790592,14421403,2017-09-03,t,$119.00
790593,14421403,2017-09-02,t,$119.00
790594,14421403,2017-09-01,t,$119.00
790955,8441187,2017-09-05,f,
790956,8441187,2017-09-04,f,
790957,8441187,2017-09-03,f,
790958,8441187,2017-09-02,f,
790959,8441187,2017-09-01,f,
791571,14421304,2017-09-05,t,$119.00
791572,14421304,2017-09-04,t,$119.00
791573,14421304,2017-09-03,t,$119.00
791574,14421304,2017-09-02,t,$119.00
791575,14421304,2017-09-01,t,$119.00
791838,10881600,2017-09-05,t,$199.00
791839,10881600,2017-09-04,t,$199.00
791840,10881600,2017-09-03,t,$199.00
791841,10881600,2017-09-02,t,$209.00
791842,10881600,2017-09-01,t,$209.00
792282,14043390,2017-09-05,t,$150.00
792283,14043390,2017-09-04,t,$150.00
792284,14043390,2017-09-03,t,$150.00
792285,14043390,2017-09-02,t,$150.00
792286,14043390,2017-09-01,t,$150.00
792415,14420163,2017-09-05,t,$119.00
792416,14420163,2017-09-04,t,$119.00
792417,14420163,2017-09-03,t,$119.00
792418,14420163,2017-09-02,t,$119.00
792419,14420163,2017-09-01,t,$119.00
792780,13812075,2017-09-05,f,
792781,13812075,2017-09-04,f,
792782,13812075,2017-09-03,f,
792783,13812075,2017-09-02,f,
792784,13812075,2017-09-01,f,
793299,6993585,2017-09-05,f,
793300,6993585,2017-09-04,f,
793301,6993585,2017-09-03,f,
793302,6993585,2017-09-02,f,
793303,6993585,2017-09-01,f,
793510,14419982,2017-09-05,t,$119.00
793511,14419982,2017-09-04,t,$119.00
793512,14419982,2017-09-03,t,$119.00
793513,14419982,2017-09-02,t,$119.00
793514,14419982,2017-09-01,t,$119.00
793875,9530285,2017-09-05,t,$300.00
793876,9530285,2017-09-04,t,$300.00
793877,9530285,2017-09-03,t,$300.00
793878,9530285,2017-09-02,t,$300.00
793879,9530285,2017-09-01,t,$300.00
794240,6686224,2017-09-05,f,
794241,6686224,2017-09-04,f,
794242,6686224,2017-09-03,f,
794243,6686224,2017-09-02,f,
794244,6686224,2017-09-01,f,
794829,14419482,2017-09-05,t,$119.00
794830,14419482,2017-09-04,t,$119.00
794831,14419482,2017-09-03,t,$119.00
794832,14419482,2017-09-02,t,$119.00
794833,14419482,2017-09-01,t,$119.00
795130,13912429,2017-09-05,f,
795131,13912429,2017-09-04,f,
795132,13912429,2017-09-03,f,
795133,13912429,2017-09-02,f,
795134,13912429,2017-09-01,f,
795335,2410846,2017-09-05,t,$150.00
795336,2410846,2017-09-04,t,$150.00
795337,2410846,2017-09-03,t,$150.00
795338,2410846,2017-09-02,t,$150.00
795339,2410846,2017-09-01,t,$150.00
795700,12830117,2017-09-05,f,
795701,12830117,2017-09-04,f,
795702,12830117,2017-09-03,f,
795703,12830117,2017-09-02,f,
795704,12830117,2017-09-01,f,
796065,2573685,2017-09-05,t,$299.00
796066,2573685,2017-09-04,t,$299.00
796067,2573685,2017-09-03,t,$299.00
796068,2573685,2017-09-02,t,$299.00
796069,2573685,2017-09-01,t,$299.00
796430,7832890,2017-09-05,t,$155.00
796431,7832890,2017-09-04,t,$155.00
796432,7832890,2017-09-03,t,$155.00
796433,7832890,2017-09-02,t,$155.00
796434,7832890,2017-09-01,t,$155.00
796795,13730500,2017-09-05,f,
796796,13730500,2017-09-04,f,
796797,13730500,2017-09-03,f,
796798,13730500,2017-09-02,f,
796799,13730500,2017-09-01,f,
797376,14303099,2017-09-05,t,$350.00
797377,14303099,2017-09-04,t,$350.00
797378,14303099,2017-09-03,t,$350.00
797379,14303099,2017-09-02,t,$350.00
797380,14303099,2017-09-01,t,$350.00
797813,9111413,2017-09-05,t,$241.00
797814,9111413,2017-09-04,t,$241.00
797815,9111413,2017-09-03,t,$241.00
797816,9111413,2017-09-02,t,$241.00
797817,9111413,2017-09-01,t,$241.00
797890,11061030,2017-09-05,f,
797891,11061030,2017-09-04,f,
797892,11061030,2017-09-03,f,
797893,11061030,2017-09-02,f,
797894,11061030,2017-09-01,f,
798255,12987348,2017-09-05,t,$676.00
798256,12987348,2017-09-04,t,$874.00
798257,12987348,2017-09-03,t,$957.00
798258,12987348,2017-09-02,t,"$1,069.00"
798259,12987348,2017-09-01,t,"$1,423.00"
798620,8340072,2017-09-05,f,
798621,8340072,2017-09-04,f,
798622,8340072,2017-09-03,f,
798623,8340072,2017-09-02,f,
798624,8340072,2017-09-01,f,
799222,1966195,2017-09-05,f,
799223,1966195,2017-09-04,f,
799224,1966195,2017-09-03,f,
799225,1966195,2017-09-02,f,
799226,1966195,2017-09-01,f,
799350,12815192,2017-09-05,f,
799351,12815192,2017-09-04,f,
799352,12815192,2017-09-03,f,
799353,12815192,2017-09-02,f,
799354,12815192,2017-09-01,f,
799895,7914359,2017-09-05,t,$580.00
799896,7914359,2017-09-04,t,$749.00
799897,7914359,2017-09-03,t,$822.00
799898,7914359,2017-09-02,t,$915.00
799899,7914359,2017-09-01,t,"$1,221.00"
800283,820073,2017-09-05,t,$820.00
800284,820073,2017-09-04,t,"$1,061.00"
800285,820073,2017-09-03,t,"$1,162.00"
800286,820073,2017-09-02,t,"$1,296.00"
800287,820073,2017-09-01,t,"$1,728.00"
800445,8389735,2017-09-05,f,
800446,8389735,2017-09-04,f,
800447,8389735,2017-09-03,f,
800448,8389735,2017-09-02,f,
800449,8389735,2017-09-01,f,
800810,4489588,2017-09-05,t,$249.00
800811,4489588,2017-09-04,t,$249.00
800812,4489588,2017-09-03,t,$249.00
800813,4489588,2017-09-02,t,$249.00
800814,4489588,2017-09-01,t,$249.00
801175,1868124,2017-09-05,f,
801176,1868124,2017-09-04,f,
801177,1868124,2017-09-03,f,
801178,1868124,2017-09-02,f,
801179,1868124,2017-09-01,f,
801540,13027627,2017-09-05,f,
801541,13027627,2017-09-04,f,
801542,13027627,2017-09-03,f,
801543,13027627,2017-09-02,f,
801544,13027627,2017-09-01,f,
801905,67946,2017-09-05,t,$249.00
801906,67946,2017-09-04,t,$249.00
801907,67946,2017-09-03,t,$249.00
801908,67946,2017-09-02,t,$249.00
801909,67946,2017-09-01,t,$249.00
802270,52423,2017-09-05,t,$349.00
802271,52423,2017-09-04,t,$349.00
802272,52423,2017-09-03,t,$349.00
802273,52423,2017-09-02,t,$349.00
802274,52423,2017-09-01,t,$349.00
802635,54215,2017-09-05,t,$349.00
802636,54215,2017-09-04,t,$349.00
802637,54215,2017-09-03,t,$349.00
802638,54215,2017-09-02,t,$349.00
802639,54215,2017-09-01,t,$349.00
803171,54487,2017-09-05,t,$309.00
803172,54487,2017-09-04,t,$309.00
803173,54487,2017-09-03,t,$309.00
803174,54487,2017-09-02,t,$309.00
803175,54487,2017-09-01,t,$309.00
803365,7414930,2017-09-05,t,$350.00
803366,7414930,2017-09-04,t,$350.00
803367,7414930,2017-09-03,t,$350.00
803368,7414930,2017-09-02,t,$350.00
803369,7414930,2017-09-01,t,$350.00
803983,25142,2017-09-05,t,$349.00
803984,25142,2017-09-04,t,$349.00
803985,25142,2017-09-03,t,$349.00
803986,25142,2017-09-02,t,$349.00
803987,25142,2017-09-01,t,$349.00
804252,9364092,2017-09-05,f,
804253,9364092,2017-09-04,f,
804254,9364092,2017-09-03,f,
804255,9364092,2017-09-02,f,
804256,9364092,2017-09-01,f,
804460,8152796,2017-09-05,f,
804461,8152796,2017-09-04,f,
804462,8152796,2017-09-03,f,
804463,8152796,2017-09-02,f,
804464,8152796,2017-09-01,f,
804825,6451456,2017-09-05,f,
804826,6451456,2017-09-04,f,
804827,6451456,2017-09-03,f,
804828,6451456,2017-09-02,f,
804829,6451456,2017-09-01,f,
805190,8955473,2017-09-05,t,$275.00
805191,8955473,2017-09-04,t,$275.00
805192,8955473,2017-09-03,t,$275.00
805193,8955473,2017-09-02,t,$275.00
805194,8955473,2017-09-01,t,$275.00
805798,8187052,2017-09-05,f,
805799,8187052,2017-09-04,f,
805800,8187052,2017-09-03,f,
805801,8187052,2017-09-02,f,
805802,8187052,2017-09-01,f,
806108,14852273,2017-09-05,f,
806109,14852273,2017-09-04,f,
806110,14852273,2017-09-03,f,
806111,14852273,2017-09-02,f,
806112,14852273,2017-09-01,f,
806285,9127677,2017-09-05,t,$200.00
806286,9127677,2017-09-04,t,$200.00
806287,9127677,2017-09-03,t,$200.00
806288,9127677,2017-09-02,t,$200.00
806289,9127677,2017-09-01,t,$200.00
806852,14608495,2017-09-05,t,$85.00
806853,14608495,2017-09-04,t,$85.00
806854,14608495,2017-09-03,t,$85.00
806855,14608495,2017-09-02,t,$90.00
806856,14608495,2017-09-01,t,$90.00
807015,8925974,2017-09-05,t,$375.00
807016,8925974,2017-09-04,t,$375.00
807017,8925974,2017-09-03,t,$375.00
807018,8925974,2017-09-02,t,$375.00
807019,8925974,2017-09-01,t,$375.00
807380,8552387,2017-09-05,f,
807381,8552387,2017-09-04,f,
807382,8552387,2017-09-03,f,
807383,8552387,2017-09-02,f,
807384,8552387,2017-09-01,f,
808029,14660851,2017-09-05,f,
808030,14660851,2017-09-04,f,
808031,14660851,2017-09-03,f,
808032,14660851,2017-09-02,f,
808033,14660851,2017-09-01,f,
808110,7211531,2017-09-05,f,
808111,7211531,2017-09-04,f,
808112,7211531,2017-09-03,f,
808113,7211531,2017-09-02,f,
808114,7211531,2017-09-01,f,
808671,6923446,2017-09-05,t,$175.00
808672,6923446,2017-09-04,t,$175.00
808673,6923446,2017-09-03,t,$175.00
808674,6923446,2017-09-02,t,$175.00
808675,6923446,2017-09-01,t,$175.00
809024,39116,2017-09-05,t,$99.00
809025,39116,2017-09-04,t,$99.00
809026,39116,2017-09-03,t,$99.00
809027,39116,2017-09-02,t,$99.00
809028,39116,2017-09-01,t,$99.00
809379,3992208,2017-09-05,t,$99.00
809380,3992208,2017-09-04,t,$99.00
809381,3992208,2017-09-03,t,$99.00
809382,3992208,2017-09-02,t,$99.00
809383,3992208,2017-09-01,t,$99.00
809818,4577188,2017-09-05,t,$127.00
809819,4577188,2017-09-04,t,$127.00
809820,4577188,2017-09-03,t,$127.00
809821,4577188,2017-09-02,t,$198.00
809822,4577188,2017-09-01,t,$198.00
810179,14682588,2017-09-05,f,
810180,14682588,2017-09-04,f,
810181,14682588,2017-09-03,f,
810182,14682588,2017-09-02,f,
810183,14682588,2017-09-01,f,
810567,14418593,2017-09-05,f,
810568,14418593,2017-09-04,f,
810569,14418593,2017-09-03,f,
810570,14418593,2017-09-02,f,
810571,14418593,2017-09-01,f,
810665,3985462,2017-09-05,t,$953.00
810666,3985462,2017-09-04,t,$815.00
810667,3985462,2017-09-03,t,$948.00
810668,3985462,2017-09-02,t,$894.00
810669,3985462,2017-09-01,t,$848.00
811303,14486237,2017-09-05,f,
811304,14486237,2017-09-04,f,
811305,14486237,2017-09-03,f,
811306,14486237,2017-09-02,f,
811307,14486237,2017-09-01,f,
811605,14469894,2017-09-05,f,
811606,14469894,2017-09-04,f,
811607,14469894,2017-09-03,f,
811608,14469894,2017-09-02,f,
811609,14469894,2017-09-01,f,
811760,13434817,2017-09-05,t,$196.00
811761,13434817,2017-09-04,t,$198.00
811762,13434817,2017-09-03,t,$203.00
811763,13434817,2017-09-02,t,$215.00
811764,13434817,2017-09-01,t,$213.00
812125,14274311,2017-09-05,f,
812126,14274311,2017-09-04,f,
812127,14274311,2017-09-03,f,
812128,14274311,2017-09-02,f,
812129,14274311,2017-09-01,f,
812490,14221294,2017-09-05,f,
812491,14221294,2017-09-04,f,
812492,14221294,2017-09-03,f,
812493,14221294,2017-09-02,f,
812494,14221294,2017-09-01,f,
813074,1867754,2017-09-05,f,
813075,1867754,2017-09-04,f,
813076,1867754,2017-09-03,f,
813077,1867754,2017-09-02,f,
813078,1867754,2017-09-01,f,
813220,14368660,2017-09-05,t,$99.00
813221,14368660,2017-09-04,t,$99.00
813222,14368660,2017-09-03,t,$99.00
813223,14368660,2017-09-02,t,$99.00
813224,14368660,2017-09-01,t,$99.00
813820,9125711,2017-09-05,f,
813821,9125711,2017-09-04,f,
813822,9125711,2017-09-03,f,
813823,9125711,2017-09-02,f,
813824,9125711,2017-09-01,f,
813950,1695275,2017-09-05,t,$99.00
813951,1695275,2017-09-04,t,$99.00
813952,1695275,2017-09-03,t,$99.00
813953,1695275,2017-09-02,t,$99.00
813954,1695275,2017-09-01,t,$99.00
814584,11592154,2017-09-05,f,
814585,11592154,2017-09-04,f,
814586,11592154,2017-09-03,f,
814587,11592154,2017-09-02,f,
814588,11592154,2017-09-01,f,
814942,14073235,2017-09-05,f,
814943,14073235,2017-09-04,f,
814944,14073235,2017-09-03,f,
814945,14073235,2017-09-02,f,
814946,14073235,2017-09-01,f,
815045,2915595,2017-09-05,t,$299.00
815046,2915595,2017-09-04,t,$299.00
815047,2915595,2017-09-03,t,$299.00
815048,2915595,2017-09-02,t,$299.00
815049,2915595,2017-09-01,t,$299.00
815692,8249201,2017-09-05,f,
815693,8249201,2017-09-04,f,
815694,8249201,2017-09-03,f,
815695,8249201,2017-09-02,f,
815696,8249201,2017-09-01,f,
815775,5684346,2017-09-05,f,
815776,5684346,2017-09-04,f,
815777,5684346,2017-09-03,f,
815778,5684346,2017-09-02,f,
815779,5684346,2017-09-01,f,
816360,2243499,2017-09-05,f,
816361,2243499,2017-09-04,f,
816362,2243499,2017-09-03,f,
816363,2243499,2017-09-02,f,
816364,2243499,2017-09-01,f,
816709,6356533,2017-09-05,f,
816710,6356533,2017-09-04,f,
816711,6356533,2017-09-03,f,
