,listing_id,date,available,price
341640,9862792,2017-09-05,f,
341641,9862792,2017-09-04,f,
341642,9862792,2017-09-03,f,
341643,9862792,2017-09-02,f,
341644,9862792,2017-09-01,f,
342005,13995573,2017-09-05,f,
342006,13995573,2017-09-04,f,
342007,13995573,2017-09-03,f,
342008,13995573,2017-09-02,f,
342009,13995573,2017-09-01,f,
342370,7954808,2017-09-05,f,
342371,7954808,2017-09-04,f,
342372,7954808,2017-09-03,f,
342373,7954808,2017-09-02,f,
342374,7954808,2017-09-01,f,
342735,11687031,2017-09-05,f,
342736,11687031,2017-09-04,f,
342737,11687031,2017-09-03,f,
342738,11687031,2017-09-02,f,
342739,11687031,2017-09-01,f,
343296,7649517,2017-09-05,f,
343297,7649517,2017-09-04,f,
343298,7649517,2017-09-03,f,
343299,7649517,2017-09-02,f,
343300,7649517,2017-09-01,f,
343465,8575476,2017-09-05,f,
343466,8575476,2017-09-04,f,
343467,8575476,2017-09-03,f,
343468,8575476,2017-09-02,f,
343469,8575476,2017-09-01,f,
343830,8902304,2017-09-05,f,
343831,8902304,2017-09-04,f,
343832,8902304,2017-09-03,f,
343833,8902304,2017-09-02,f,
343834,8902304,2017-09-01,f,
344424,7919500,2017-09-05,f,
344425,7919500,2017-09-04,f,
344426,7919500,2017-09-03,f,
344427,7919500,2017-09-02,f,
344428,7919500,2017-09-01,f,
344846,7456890,2017-09-05,f,
344847,7456890,2017-09-04,f,
344848,7456890,2017-09-03,f,
344849,7456890,2017-09-02,f,
344850,7456890,2017-09-01,f,
345138,8987722,2017-09-05,f,
345139,8987722,2017-09-04,f,
345140,8987722,2017-09-03,f,
345141,8987722,2017-09-02,f,
345142,8987722,2017-09-01,f,
345516,9208166,2017-09-05,f,
345517,9208166,2017-09-04,f,
345518,9208166,2017-09-03,f,
345519,9208166,2017-09-02,f,
345520,9208166,2017-09-01,f,
345655,7540480,2017-09-05,t,$370.00
345656,7540480,2017-09-04,t,$370.00
345657,7540480,2017-09-03,t,$370.00
345658,7540480,2017-09-02,t,$370.00
345659,7540480,2017-09-01,t,$370.00
346020,14918869,2017-09-05,t,$60.00
346021,14918869,2017-09-04,t,$60.00
346022,14918869,2017-09-03,t,$60.00
346023,14918869,2017-09-02,t,$63.00
346024,14918869,2017-09-01,t,$63.00
346385,7921131,2017-09-05,f,
346386,7921131,2017-09-04,f,
346387,7921131,2017-09-03,f,
346388,7921131,2017-09-02,f,
346389,7921131,2017-09-01,f,
346950,8988506,2017-09-05,f,
346951,8988506,2017-09-04,f,
346952,8988506,2017-09-03,f,
346953,8988506,2017-09-02,f,
346954,8988506,2017-09-01,f,
347115,7634365,2017-09-05,f,
347116,7634365,2017-09-04,f,
347117,7634365,2017-09-03,f,
347118,7634365,2017-09-02,f,
347119,7634365,2017-09-01,f,
347668,7358714,2017-09-05,f,
347669,7358714,2017-09-04,f,
347670,7358714,2017-09-03,f,
347671,7358714,2017-09-02,f,
347672,7358714,2017-09-01,f,
347845,2326445,2017-09-05,f,
347846,2326445,2017-09-04,f,
347847,2326445,2017-09-03,f,
347848,2326445,2017-09-02,f,
347849,2326445,2017-09-01,f,
348210,8518665,2017-09-05,f,
348211,8518665,2017-09-04,f,
348212,8518665,2017-09-03,f,
348213,8518665,2017-09-02,f,
348214,8518665,2017-09-01,f,
348575,13494185,2017-09-05,f,
348576,13494185,2017-09-04,f,
348577,13494185,2017-09-03,f,
348578,13494185,2017-09-02,f,
348579,13494185,2017-09-01,f,
348940,10427199,2017-09-05,f,
348941,10427199,2017-09-04,f,
348942,10427199,2017-09-03,f,
348943,10427199,2017-09-02,f,
348944,10427199,2017-09-01,f,
349305,851927,2017-09-05,t,$150.00
349306,851927,2017-09-04,t,$150.00
349307,851927,2017-09-03,t,$150.00
349308,851927,2017-09-02,t,$150.00
349309,851927,2017-09-01,t,$150.00
349670,12287958,2017-09-05,t,$215.00
349671,12287958,2017-09-04,t,$215.00
349672,12287958,2017-09-03,t,$215.00
349673,12287958,2017-09-02,t,$215.00
349674,12287958,2017-09-01,t,$215.00
350306,4461901,2017-09-05,t,$155.00
350307,4461901,2017-09-04,t,$155.00
350308,4461901,2017-09-03,t,$155.00
350309,4461901,2017-09-02,t,$155.00
350310,4461901,2017-09-01,t,$155.00
350400,5714786,2017-09-05,t,$298.00
350401,5714786,2017-09-04,t,$298.00
350402,5714786,2017-09-03,t,$298.00
350403,5714786,2017-09-02,t,$298.00
350404,5714786,2017-09-01,t,$298.00
350765,13713143,2017-09-05,f,
350766,13713143,2017-09-04,f,
350767,13713143,2017-09-03,f,
350768,13713143,2017-09-02,f,
350769,13713143,2017-09-01,f,
351295,1277618,2017-09-05,f,
351296,1277618,2017-09-04,f,
351297,1277618,2017-09-03,f,
351298,1277618,2017-09-02,f,
351299,1277618,2017-09-01,f,
351495,9731479,2017-09-05,f,
351496,9731479,2017-09-04,f,
351497,9731479,2017-09-03,f,
351498,9731479,2017-09-02,f,
351499,9731479,2017-09-01,f,
352068,1899770,2017-09-05,f,
352069,1899770,2017-09-04,f,
352070,1899770,2017-09-03,f,
352071,1899770,2017-09-02,f,
352072,1899770,2017-09-01,f,
352225,13707814,2017-09-05,f,
352226,13707814,2017-09-04,f,
352227,13707814,2017-09-03,f,
352228,13707814,2017-09-02,f,
352229,13707814,2017-09-01,f,
352590,2916208,2017-09-05,t,$100.00
352591,2916208,2017-09-04,t,$100.00
352592,2916208,2017-09-03,t,$100.00
352593,2916208,2017-09-02,t,$125.00
352594,2916208,2017-09-01,t,$125.00
352955,8082512,2017-09-05,t,$137.00
352956,8082512,2017-09-04,t,$137.00
352957,8082512,2017-09-03,t,$137.00
352958,8082512,2017-09-02,t,$137.00
352959,8082512,2017-09-01,t,$137.00
353320,8403945,2017-09-05,t,$137.00
353321,8403945,2017-09-04,t,$137.00
353322,8403945,2017-09-03,t,$137.00
353323,8403945,2017-09-02,t,$137.00
353324,8403945,2017-09-01,t,$137.00
353685,8686165,2017-09-05,f,
353933,8686165,2017-09-04,f,
353934,8686165,2017-09-03,f,
353935,8686165,2017-09-02,f,
353936,8686165,2017-09-01,f,
354050,4750791,2017-09-05,t,$239.00
354051,4750791,2017-09-04,t,$239.00
354052,4750791,2017-09-03,t,$239.00
354227,4750791,2017-09-02,t,$299.00
354228,4750791,2017-09-01,t,$299.00
354667,8846202,2017-09-05,f,
354668,8846202,2017-09-04,f,
354669,8846202,2017-09-03,f,
354670,8846202,2017-09-02,f,
354671,8846202,2017-09-01,f,
355053,2292495,2017-09-05,t,$175.00
355054,2292495,2017-09-04,t,$175.00
355055,2292495,2017-09-03,t,$175.00
355056,2292495,2017-09-02,t,$175.00
355057,2292495,2017-09-01,t,$175.00
355145,13171246,2017-09-05,f,
355146,13171246,2017-09-04,f,
355147,13171246,2017-09-03,f,
355148,13171246,2017-09-02,f,
355149,13171246,2017-09-01,f,
355744,1489289,2017-09-05,t,$175.00
355745,1489289,2017-09-04,t,$175.00
355746,1489289,2017-09-03,t,$175.00
355747,1489289,2017-09-02,t,$185.00
355748,1489289,2017-09-01,t,$185.00
355875,14591627,2017-09-05,f,
355876,14591627,2017-09-04,f,
355877,14591627,2017-09-03,f,
355878,14591627,2017-09-02,f,
355879,14591627,2017-09-01,f,
356240,12384469,2017-09-05,f,
356241,12384469,2017-09-04,f,
356242,12384469,2017-09-03,f,
356243,12384469,2017-09-02,f,
356244,12384469,2017-09-01,f,
356605,8206536,2017-09-05,t,$150.00
356606,8206536,2017-09-04,t,$150.00
356607,8206536,2017-09-03,t,$150.00
356608,8206536,2017-09-02,t,$150.00
356609,8206536,2017-09-01,t,$150.00
357212,9933886,2017-09-05,f,
357213,9933886,2017-09-04,f,
357214,9933886,2017-09-03,f,
357215,9933886,2017-09-02,f,
357216,9933886,2017-09-01,f,
357335,7205210,2017-09-05,t,$105.00
357336,7205210,2017-09-04,t,$105.00
357337,7205210,2017-09-03,t,$106.00
357338,7205210,2017-09-02,t,$105.00
357339,7205210,2017-09-01,t,$105.00
357942,13318173,2017-09-05,f,
357943,13318173,2017-09-04,f,
357944,13318173,2017-09-03,f,
357945,13318173,2017-09-02,f,
357946,13318173,2017-09-01,f,
358065,8992733,2017-09-05,f,
358066,8992733,2017-09-04,f,
358067,8992733,2017-09-03,f,
358068,8992733,2017-09-02,f,
358069,8992733,2017-09-01,f,
358430,5783197,2017-09-05,t,$600.00
358431,5783197,2017-09-04,t,$600.00
358432,5783197,2017-09-03,t,$600.00
358433,5783197,2017-09-02,t,$600.00
358434,5783197,2017-09-01,t,$600.00
358795,7796658,2017-09-05,f,
358796,7796658,2017-09-04,f,
358797,7796658,2017-09-03,f,
358798,7796658,2017-09-02,f,
358799,7796658,2017-09-01,f,
359160,11588543,2017-09-05,t,$295.00
359161,11588543,2017-09-04,t,$295.00
359162,11588543,2017-09-03,t,$295.00
359163,11588543,2017-09-02,t,$295.00
359164,11588543,2017-09-01,t,$295.00
359703,1275498,2017-09-05,t,$160.00
359704,1275498,2017-09-04,t,$160.00
359705,1275498,2017-09-03,t,$160.00
359706,1275498,2017-09-02,t,$160.00
359707,1275498,2017-09-01,t,$160.00
359890,8025718,2017-09-05,t,$155.00
359891,8025718,2017-09-04,t,$155.00
359892,8025718,2017-09-03,t,$155.00
359893,8025718,2017-09-02,t,$155.00
359894,8025718,2017-09-01,t,$155.00
360451,7476340,2017-09-05,t,$137.00
360452,7476340,2017-09-04,t,$137.00
360453,7476340,2017-09-03,t,$137.00
360454,7476340,2017-09-02,t,$137.00
360455,7476340,2017-09-01,t,$137.00
360893,4879702,2017-09-05,f,
360894,4879702,2017-09-04,f,
360895,4879702,2017-09-03,f,
360896,4879702,2017-09-02,f,
360897,4879702,2017-09-01,f,
361142,225224,2017-09-05,t,$98.00
361143,225224,2017-09-04,t,$98.00
361144,225224,2017-09-03,t,$98.00
361145,225224,2017-09-02,t,$98.00
361146,225224,2017-09-01,t,$98.00
361350,7694559,2017-09-05,t,$150.00
361351,7694559,2017-09-04,t,$150.00
361352,7694559,2017-09-03,t,$150.00
361353,7694559,2017-09-02,t,$150.00
361354,7694559,2017-09-01,t,$150.00
361715,12253029,2017-09-05,f,
361716,12253029,2017-09-04,f,
361717,12253029,2017-09-03,f,
361718,12253029,2017-09-02,f,
361719,12253029,2017-09-01,f,
362080,7714627,2017-09-05,t,$235.00
362081,7714627,2017-09-04,t,$235.00
362082,7714627,2017-09-03,t,$235.00
362083,7714627,2017-09-02,t,$250.00
362084,7714627,2017-09-01,t,$250.00
362629,12890156,2017-09-05,t,$149.00
362630,12890156,2017-09-04,t,$149.00
362631,12890156,2017-09-03,t,$149.00
362632,12890156,2017-09-02,t,$149.00
362633,12890156,2017-09-01,t,$149.00
362810,5074924,2017-09-05,t,$298.00
362811,5074924,2017-09-04,t,$298.00
362812,5074924,2017-09-03,t,$298.00
362813,5074924,2017-09-02,t,$298.00
362814,5074924,2017-09-01,t,$298.00
363175,2372987,2017-09-05,t,$260.00
363176,2372987,2017-09-04,t,$337.00
363177,2372987,2017-09-03,t,$369.00
363178,2372987,2017-09-02,t,$411.00
363179,2372987,2017-09-01,t,$550.00
363728,7368611,2017-09-05,t,$430.00
363729,7368611,2017-09-04,t,$430.00
363730,7368611,2017-09-03,t,$430.00
363731,7368611,2017-09-02,t,$430.00
363732,7368611,2017-09-01,t,$430.00
363905,3601030,2017-09-05,t,$250.00
363906,3601030,2017-09-04,t,$250.00
363907,3601030,2017-09-03,t,$250.00
363908,3601030,2017-09-02,t,$260.00
363909,3601030,2017-09-01,t,$260.00
364270,9841645,2017-09-05,f,
364271,9841645,2017-09-04,f,
364272,9841645,2017-09-03,f,
364273,9841645,2017-09-02,f,
364274,9841645,2017-09-01,f,
364635,14414330,2017-09-05,t,$275.00
364636,14414330,2017-09-04,t,$275.00
364637,14414330,2017-09-03,t,$275.00
364638,14414330,2017-09-02,t,$275.00
364639,14414330,2017-09-01,t,$275.00
365259,4860853,2017-09-05,t,$298.00
365260,4860853,2017-09-04,t,$298.00
365261,4860853,2017-09-03,t,$298.00
365262,4860853,2017-09-02,t,$298.00
365263,4860853,2017-09-01,t,$298.00
365365,5532549,2017-09-05,f,
365366,5532549,2017-09-04,f,
365367,5532549,2017-09-03,f,
365368,5532549,2017-09-02,f,
365369,5532549,2017-09-01,f,
365946,8631257,2017-09-05,f,
365947,8631257,2017-09-04,f,
365948,8631257,2017-09-03,f,
365949,8631257,2017-09-02,f,
365950,8631257,2017-09-01,f,
366095,9663423,2017-09-05,t,$115.00
366096,9663423,2017-09-04,t,$115.00
366097,9663423,2017-09-03,t,$115.00
366098,9663423,2017-09-02,f,
366099,9663423,2017-09-01,f,
366460,6763409,2017-09-05,t,$150.00
366461,6763409,2017-09-04,t,$150.00
366462,6763409,2017-09-03,t,$150.00
366463,6763409,2017-09-02,t,$150.00
366464,6763409,2017-09-01,t,$150.00
366825,3289921,2017-09-05,f,
366826,3289921,2017-09-04,f,
366827,3289921,2017-09-03,f,
366828,3289921,2017-09-02,f,
366829,3289921,2017-09-01,f,
367190,5976821,2017-09-05,f,
367191,5976821,2017-09-04,f,
367192,5976821,2017-09-03,f,
367193,5976821,2017-09-02,f,
367194,5976821,2017-09-01,f,
367555,8680170,2017-09-05,t,$250.00
367556,8680170,2017-09-04,t,$250.00
367557,8680170,2017-09-03,t,$250.00
367558,8680170,2017-09-02,t,$250.00
367559,8680170,2017-09-01,t,$250.00
367920,11841986,2017-09-05,f,
367921,11841986,2017-09-04,f,
367922,11841986,2017-09-03,f,
367923,11841986,2017-09-02,f,
367924,11841986,2017-09-01,f,
368465,6287797,2017-09-05,f,
368466,6287797,2017-09-04,f,
368467,6287797,2017-09-03,f,
368468,6287797,2017-09-02,f,
368469,6287797,2017-09-01,f,
368650,8827268,2017-09-05,t,$579.00
368651,8827268,2017-09-04,t,$746.00
368652,8827268,2017-09-03,t,$818.00
368653,8827268,2017-09-02,t,$911.00
368654,8827268,2017-09-01,t,"$1,217.00"
369015,5075267,2017-09-05,t,$298.00
369016,5075267,2017-09-04,t,$298.00
369017,5075267,2017-09-03,t,$298.00
369018,5075267,2017-09-02,t,$298.00
369019,5075267,2017-09-01,t,$298.00
369644,798957,2017-09-05,f,
369645,798957,2017-09-04,f,
369646,798957,2017-09-03,f,
369647,798957,2017-09-02,f,
369648,798957,2017-09-01,f,
369745,11710680,2017-09-05,f,
369746,11710680,2017-09-04,f,
369747,11710680,2017-09-03,f,
369748,11710680,2017-09-02,f,
369749,11710680,2017-09-01,f,
370110,11686744,2017-09-05,f,
370111,11686744,2017-09-04,f,
370112,11686744,2017-09-03,f,
370113,11686744,2017-09-02,f,
370114,11686744,2017-09-01,f,
370475,8088370,2017-09-05,f,
370476,8088370,2017-09-04,f,
370477,8088370,2017-09-03,f,
370478,8088370,2017-09-02,f,
370479,8088370,2017-09-01,f,
370840,4742275,2017-09-05,f,
370841,4742275,2017-09-04,f,
370842,4742275,2017-09-03,f,
370843,4742275,2017-09-02,f,
370844,4742275,2017-09-01,f,
371205,7645862,2017-09-05,t,$239.00
371206,7645862,2017-09-04,t,$239.00
371207,7645862,2017-09-03,t,$239.00
371208,7645862,2017-09-02,t,$279.00
371209,7645862,2017-09-01,t,$279.00
371570,9821291,2017-09-05,f,
371571,9821291,2017-09-04,f,
371572,9821291,2017-09-03,f,
371573,9821291,2017-09-02,f,
371574,9821291,2017-09-01,f,
372113,9611852,2017-09-05,f,
372114,9611852,2017-09-04,f,
372115,9611852,2017-09-03,f,
372116,9611852,2017-09-02,f,
372117,9611852,2017-09-01,f,
372553,7294565,2017-09-05,f,
372554,7294565,2017-09-04,f,
372555,7294565,2017-09-03,f,
372556,7294565,2017-09-02,f,
372557,7294565,2017-09-01,f,
372665,14821911,2017-09-05,f,
372666,14821911,2017-09-04,f,
372667,14821911,2017-09-03,f,
372668,14821911,2017-09-02,f,
372669,14821911,2017-09-01,f,
373030,8303267,2017-09-05,t,"$2,000.00"
373031,8303267,2017-09-04,t,"$2,000.00"
373032,8303267,2017-09-03,t,"$2,000.00"
373033,8303267,2017-09-02,t,"$2,000.00"
373034,8303267,2017-09-01,t,"$2,000.00"
373395,9728602,2017-09-05,f,
373396,9728602,2017-09-04,f,
373397,9728602,2017-09-03,f,
373398,9728602,2017-09-02,f,
373399,9728602,2017-09-01,f,
374023,5058148,2017-09-05,f,
374024,5058148,2017-09-04,f,
374025,5058148,2017-09-03,f,
374026,5058148,2017-09-02,f,
374027,5058148,2017-09-01,f,
374343,6762011,2017-09-05,t,$150.00
374344,6762011,2017-09-04,t,$150.00
374345,6762011,2017-09-03,t,$150.00
374346,6762011,2017-09-02,t,$150.00
374347,6762011,2017-09-01,t,$150.00
374490,11873789,2017-09-05,t,$280.00
374491,11873789,2017-09-04,t,$280.00
374492,11873789,2017-09-03,t,$280.00
374493,11873789,2017-09-02,t,$300.00
374494,11873789,2017-09-01,t,$300.00
374855,12496332,2017-09-05,f,
374856,12496332,2017-09-04,f,
374857,12496332,2017-09-03,f,
374858,12496332,2017-09-02,f,
374859,12496332,2017-09-01,f,
375220,585148,2017-09-05,t,$225.00
375221,585148,2017-09-04,t,$225.00
375222,585148,2017-09-03,t,$225.00
375223,585148,2017-09-02,t,$225.00
375224,585148,2017-09-01,t,$225.00
375780,5582163,2017-09-05,t,$170.00
375781,5582163,2017-09-04,t,$170.00
375782,5582163,2017-09-03,t,$170.00
375783,5582163,2017-09-02,t,$170.00
375784,5582163,2017-09-01,t,$170.00
376216,5352623,2017-09-05,f,
376217,5352623,2017-09-04,f,
376218,5352623,2017-09-03,f,
376219,5352623,2017-09-02,f,
376220,5352623,2017-09-01,f,
376315,322593,2017-09-05,f,
376316,322593,2017-09-04,f,
376317,322593,2017-09-03,f,
376318,322593,2017-09-02,f,
376319,322593,2017-09-01,f,
376861,6810723,2017-09-05,t,$137.00
376862,6810723,2017-09-04,t,$137.00
376863,6810723,2017-09-03,t,$137.00
376864,6810723,2017-09-02,t,$137.00
376865,6810723,2017-09-01,t,$137.00
377045,11902134,2017-09-05,t,$300.00
377046,11902134,2017-09-04,t,$300.00
377047,11902134,2017-09-03,t,$300.00
377048,11902134,2017-09-02,t,$300.00
377049,11902134,2017-09-01,t,$300.00
377410,14461998,2017-09-05,f,
377411,14461998,2017-09-04,f,
377412,14461998,2017-09-03,f,
377413,14461998,2017-09-02,f,
377414,14461998,2017-09-01,f,
377775,10227043,2017-09-05,t,$350.00
377776,10227043,2017-09-04,t,$350.00
377777,10227043,2017-09-03,t,$350.00
377778,10227043,2017-09-02,t,$350.00
377779,10227043,2017-09-01,t,$350.00
378140,14709217,2017-09-05,f,
378141,14709217,2017-09-04,f,
378142,14709217,2017-09-03,f,
378143,14709217,2017-09-02,f,
378144,14709217,2017-09-01,f,
378505,2683284,2017-09-05,t,$330.00
378506,2683284,2017-09-04,t,$330.00
378507,2683284,2017-09-03,t,$330.00
378508,2683284,2017-09-02,t,$330.00
378509,2683284,2017-09-01,t,$330.00
378870,11397511,2017-09-05,f,
378871,11397511,2017-09-04,f,
378872,11397511,2017-09-03,f,
378873,11397511,2017-09-02,f,
378874,11397511,2017-09-01,f,
379500,1252289,2017-09-05,f,
379501,1252289,2017-09-04,f,
379502,1252289,2017-09-03,f,
379503,1252289,2017-09-02,f,
379504,1252289,2017-09-01,f,
379803,4679319,2017-09-05,f,
379804,4679319,2017-09-04,f,
379805,4679319,2017-09-03,f,
379806,4679319,2017-09-02,f,
379807,4679319,2017-09-01,f,
379965,8006992,2017-09-05,t,$210.00
379966,8006992,2017-09-04,t,$210.00
379967,8006992,2017-09-03,t,$210.00
379968,8006992,2017-09-02,t,$210.00
380244,8006992,2017-09-01,t,$210.00
380617,7513605,2017-09-05,t,$155.00
380618,7513605,2017-09-04,t,$155.00
380619,7513605,2017-09-03,t,$155.00
380620,7513605,2017-09-02,t,$155.00
380621,7513605,2017-09-01,t,$155.00
380695,8371115,2017-09-05,f,
380696,8371115,2017-09-04,f,
380697,8371115,2017-09-03,f,
380698,8371115,2017-09-02,f,
380699,8371115,2017-09-01,f,
381060,13378987,2017-09-05,f,
381061,13378987,2017-09-04,f,
381062,13378987,2017-09-03,f,
381063,13378987,2017-09-02,f,
381064,13378987,2017-09-01,f,
381675,13477286,2017-09-05,f,
381676,13477286,2017-09-04,f,
381677,13477286,2017-09-03,f,
381678,13477286,2017-09-02,f,
381679,13477286,2017-09-01,f,
381790,13378936,2017-09-05,f,
381791,13378936,2017-09-04,f,
381792,13378936,2017-09-03,f,
381793,13378936,2017-09-02,f,
381794,13378936,2017-09-01,f,
382155,11041684,2017-09-05,t,$129.00
382156,11041684,2017-09-04,t,$129.00
382157,11041684,2017-09-03,t,$129.00
382158,11041684,2017-09-02,t,$129.00
382159,11041684,2017-09-01,t,$129.00
382520,13378923,2017-09-05,f,
382521,13378923,2017-09-04,f,
382522,13378923,2017-09-03,f,
382523,13378923,2017-09-02,f,
382524,13378923,2017-09-01,f,
382885,11771810,2017-09-05,t,$250.00
382886,11771810,2017-09-04,t,$250.00
382887,11771810,2017-09-03,t,$250.00
382888,11771810,2017-09-02,t,$250.00
382889,11771810,2017-09-01,t,$250.00
383503,6348631,2017-09-05,f,
383504,6348631,2017-09-04,f,
383505,6348631,2017-09-03,f,
383506,6348631,2017-09-02,f,
383507,6348631,2017-09-01,f,
383779,9840919,2017-09-05,f,
383780,9840919,2017-09-04,f,
383781,9840919,2017-09-03,f,
383782,9840919,2017-09-02,f,
383783,9840919,2017-09-01,f,
384141,5734770,2017-09-05,f,
384142,5734770,2017-09-04,f,
384143,5734770,2017-09-03,f,
384144,5734770,2017-09-02,f,
384145,5734770,2017-09-01,f,
384345,8480507,2017-09-05,f,
384346,8480507,2017-09-04,f,
384347,8480507,2017-09-03,f,
384348,8480507,2017-09-02,f,
384349,8480507,2017-09-01,f,
384866,9430774,2017-09-05,f,
384867,9430774,2017-09-04,f,
384868,9430774,2017-09-03,f,
384869,9430774,2017-09-02,f,
384870,9430774,2017-09-01,f,
385075,4364925,2017-09-05,t,$200.00
385076,4364925,2017-09-04,t,$200.00
385077,4364925,2017-09-03,t,$200.00
385078,4364925,2017-09-02,t,$200.00
385079,4364925,2017-09-01,t,$200.00
385727,12426977,2017-09-05,f,
385728,12426977,2017-09-04,f,
385729,12426977,2017-09-03,f,
385730,12426977,2017-09-02,f,
385731,12426977,2017-09-01,f,
385805,7511737,2017-09-05,t,$150.00
385806,7511737,2017-09-04,t,$150.00
385807,7511737,2017-09-03,t,$150.00
385808,7511737,2017-09-02,t,$150.00
385809,7511737,2017-09-01,t,$150.00
386170,7694365,2017-09-05,t,$152.00
386171,7694365,2017-09-04,t,$152.00
386172,7694365,2017-09-03,t,$152.00
386173,7694365,2017-09-02,t,$152.00
386174,7694365,2017-09-01,t,$152.00
386535,12508801,2017-09-05,t,$200.00
386536,12508801,2017-09-04,t,$200.00
386537,12508801,2017-09-03,t,$200.00
386538,12508801,2017-09-02,t,$200.00
386539,12508801,2017-09-01,t,$200.00
386900,10083878,2017-09-05,f,
386901,10083878,2017-09-04,f,
386902,10083878,2017-09-03,f,
386903,10083878,2017-09-02,f,
386904,10083878,2017-09-01,f,
387543,990668,2017-09-05,f,
387544,990668,2017-09-04,f,
387545,990668,2017-09-03,f,
387546,990668,2017-09-02,f,
387547,990668,2017-09-01,f,
387800,10427882,2017-09-05,f,
387801,10427882,2017-09-04,f,
387802,10427882,2017-09-03,f,
387803,10427882,2017-09-02,f,
387804,10427882,2017-09-01,f,
387995,639111,2017-09-05,f,
387996,639111,2017-09-04,f,
387997,639111,2017-09-03,f,
387998,639111,2017-09-02,f,
387999,639111,2017-09-01,f,
388360,14933461,2017-09-05,t,$165.00
388361,14933461,2017-09-04,t,$165.00
388362,14933461,2017-09-03,t,$165.00
388363,14933461,2017-09-02,t,$165.00
388364,14933461,2017-09-01,t,$165.00
388725,6677700,2017-09-05,f,
388726,6677700,2017-09-04,f,
388727,6677700,2017-09-03,f,
388728,6677700,2017-09-02,f,
388729,6677700,2017-09-01,f,
389090,8316068,2017-09-05,t,$110.00
389091,8316068,2017-09-04,t,$110.00
389092,8316068,2017-09-03,t,$110.00
389093,8316068,2017-09-02,t,$135.00
389094,8316068,2017-09-01,t,$135.00
389719,8381472,2017-09-05,f,
389720,8381472,2017-09-04,f,
389721,8381472,2017-09-03,f,
389722,8381472,2017-09-02,f,
389723,8381472,2017-09-01,f,
389820,6972426,2017-09-05,t,$575.00
389821,6972426,2017-09-04,t,$575.00
389822,6972426,2017-09-03,t,$575.00
389823,6972426,2017-09-02,t,$575.00
389824,6972426,2017-09-01,t,$575.00
390354,6759439,2017-09-05,f,
390355,6759439,2017-09-04,f,
390356,6759439,2017-09-03,f,
390357,6759439,2017-09-02,f,
390358,6759439,2017-09-01,f,
390550,6038520,2017-09-05,t,$200.00
390551,6038520,2017-09-04,t,$200.00
390552,6038520,2017-09-03,t,$200.00
390553,6038520,2017-09-02,t,$200.00
390554,6038520,2017-09-01,t,$200.00
391176,3236496,2017-09-05,f,
391177,3236496,2017-09-04,f,
391178,3236496,2017-09-03,f,
391179,3236496,2017-09-02,f,
391180,3236496,2017-09-01,f,
391441,8200839,2017-09-05,t,$110.00
391442,8200839,2017-09-04,t,$110.00
391443,8200839,2017-09-03,t,$110.00
391444,8200839,2017-09-02,t,$135.00
391445,8200839,2017-09-01,t,$135.00
391645,1106555,2017-09-05,t,$500.00
391646,1106555,2017-09-04,t,$500.00
391647,1106555,2017-09-03,t,$500.00
391648,1106555,2017-09-02,t,$500.00
391649,1106555,2017-09-01,t,$500.00
392010,6939126,2017-09-05,t,$250.00
392011,6939126,2017-09-04,t,$250.00
392012,6939126,2017-09-03,t,$250.00
392013,6939126,2017-09-02,t,$250.00
392014,6939126,2017-09-01,t,$250.00
392653,14304682,2017-09-05,t,$119.00
392654,14304682,2017-09-04,t,$119.00
392655,14304682,2017-09-03,t,$119.00
392656,14304682,2017-09-02,t,$119.00
392657,14304682,2017-09-01,t,$119.00
392740,8595650,2017-09-05,t,$250.00
392741,8595650,2017-09-04,t,$250.00
392742,8595650,2017-09-03,t,$250.00
392743,8595650,2017-09-02,t,$250.00
392744,8595650,2017-09-01,t,$250.00
393308,2549840,2017-09-05,t,$615.00
393309,2549840,2017-09-04,t,$792.00
393310,2549840,2017-09-03,t,$871.00
393311,2549840,2017-09-02,t,$967.00
393312,2549840,2017-09-01,t,"$1,293.00"
393724,5088560,2017-09-05,f,
393725,5088560,2017-09-04,f,
393726,5088560,2017-09-03,f,
393727,5088560,2017-09-02,f,
393728,5088560,2017-09-01,f,
393835,4364989,2017-09-05,t,$175.00
393836,4364989,2017-09-04,t,$175.00
393837,4364989,2017-09-03,t,$175.00
393838,4364989,2017-09-02,t,$175.00
393839,4364989,2017-09-01,t,$175.00
394200,14091605,2017-09-05,f,
394201,14091605,2017-09-04,f,
394202,14091605,2017-09-03,f,
394203,14091605,2017-09-02,f,
394204,14091605,2017-09-01,f,
394565,6758482,2017-09-05,t,$150.00
394566,6758482,2017-09-04,t,$150.00
394567,6758482,2017-09-03,t,$150.00
394568,6758482,2017-09-02,t,$150.00
394569,6758482,2017-09-01,t,$150.00
394930,7856208,2017-09-05,f,
394931,7856208,2017-09-04,f,
394932,7856208,2017-09-03,f,
394933,7856208,2017-09-02,f,
394934,7856208,2017-09-01,f,
395569,6758443,2017-09-05,t,$150.00
395570,6758443,2017-09-04,t,$150.00
395571,6758443,2017-09-03,t,$150.00
395572,6758443,2017-09-02,t,$150.00
395573,6758443,2017-09-01,t,$150.00
395660,6758462,2017-09-05,t,$137.00
395661,6758462,2017-09-04,t,$137.00
395662,6758462,2017-09-03,t,$137.00
395663,6758462,2017-09-02,t,$137.00
395664,6758462,2017-09-01,t,$137.00
